"SubscriptionName";"SubscriptionId";"TotalNonCompliant";"NoTags";"MissingRequiredTags";"AffectedRGCount";"AffectedRGs";"AffectedResTypes";"AuditDate"
"pf-hds-sas-stg";"b9ec9c87-934f-468e-897c-34ac0998bd91";"1080";"0";"1080";"60";"AzureBackupRG_westeurope_1 | cloud-shell-storage-westeurope | Default-EventGrid | DefaultResourceGroup-WEU | LogAnalyticsDefaultResources | MA_amw-pf-api-dev_westeurope_managed | MA_amw-pf-api-prd_westeurope_managed | MA_amw-pf-api-stg_westeurope_managed | mc_rg-pf-hub-connectivity-am-apim-dev-001_aks-pf-api-d-gravitee | MC_rg-pf-hub-connectivity-am-apim-dev-001_aks-pf-api-d-gravitee | mc_rg-pf-hub-connectivity-am-apim-prd-001_aks-pf-api-p-gravitee | MC_rg-pf-hub-connectivity-am-apim-prd-001_aks-pf-api-p-gravitee | mc_rg-pf-hub-connectivity-am-apim-stg-001_aks-pf-api-s-gravitee | MC_rg-pf-hub-connectivity-am-apim-stg-001_aks-pf-api-s-gravitee | NetworkWatcherRG | networkwatcherrg | pfa-dcsa-p-rsg-asc | pfa-dcsa-p-rsg-hub-azureMonitor | pfa-dcsa-p-rsg-hub-bastion | PFA-DCSA-P-RSG-HUB-NETWORK | pfa-dcsa-p-rsg-hub-network | pfa-dmp-p-rsg-hub-dns | pfa-p-rsg-hub-storage | policy-evh | rg-dmp-cnx | RG-DMP-CNX | rg-pf-connectivity-backup-adds-euwe-001 | RG-PF-HUB-CONNECTIVITY-ADDS-EUWE | rg-pf-hub-connectivity-adds-euwe | RG-PF-HUB-CONNECTIVITY-ADMIN | rg-pf-hub-connectivity-admin | rg-pf-hub-connectivity-am-apim-dev-001 | rg-pf-hub-connectivity-am-apim-prd-001 | rg-pf-hub-connectivity-am-apim-stg-001 | rg-pf-hub-connectivity-backup-am-apim-dev-001 | rg-pf-hub-connectivity-backup-am-apim-prd-001 | rg-pf-hub-connectivity-backup-am-apim-stg-001 | rg-pf-hub-connectivity-data-am-apim-dev-001 | rg-pf-hub-connectivity-data-am-apim-prd-001 | rg-pf-hub-connectivity-data-am-apim-stg-001 | rg-pf-hub-connectivity-fabric | rg-pf-hub-connectivity-firewall-azure | rg-pf-hub-connectivity-gravitee-appgw | rg-pf-hub-connectivity-gw-argan | RG-PF-HUB-CONNECTIVITY-HDS-SAS | rg-pf-hub-connectivity-hds-sas | rg-pf-hub-connectivity-management | RG-PF-HUB-CONNECTIVITY-MANAGEMENT | rg-pf-hub-connectivity-network-am-apim-dev-001 | rg-pf-hub-connectivity-network-am-apim-prd-001 | rg-pf-hub-connectivity-network-am-apim-stg-001 | rg-pf-hub-connectivity-network-corporate | RG-PF-HUB-CONNECTIVITY-NETWORK-CORPORATE | rg-pf-hub-connectivity-purview | rg-pf-hub-connectivity-snowflake-pe | rg-pf-hub-connectivity-vwan-001 | rg-pf-hub-connectivity-vwan-test-spoke | RG-PF-HUB-CONNECTIVITY-VWAN-TEST-SPOKE | rg-pf-hub-dns | RG-PF-HUB-DNS";"Microsoft.AlertsManagement/prometheusRuleGroups | Microsoft.Automation/automationAccounts | Microsoft.Automation/automationAccounts/runbooks | Microsoft.Compute/availabilitySets | Microsoft.Compute/disks | Microsoft.Compute/galleries | Microsoft.Compute/galleries/images | Microsoft.Compute/galleries/images/versions | Microsoft.Compute/restorePointCollections | Microsoft.Compute/virtualMachines | Microsoft.Compute/virtualMachines/extensions | microsoft.compute/virtualMachines/extensions | Microsoft.Compute/virtualMachineScaleSets | Microsoft.ContainerService/managedClusters | Microsoft.Dashboard/dashboards | Microsoft.DataProtection/BackupVaults | Microsoft.DevTestLab/schedules | Microsoft.EventGrid/systemTopics | microsoft.insights/actiongroups | microsoft.insights/activityLogAlerts | Microsoft.Insights/dataCollectionEndpoints | Microsoft.Insights/dataCollectionRules | microsoft.insights/metricalerts | microsoft.insights/privateLinkScopes | Microsoft.KeyVault/vaults | Microsoft.ManagedIdentity/userAssignedIdentities | microsoft.monitor/accounts | Microsoft.Network/applicationGateways | Microsoft.Network/azureFirewalls | Microsoft.Network/bastionHosts | Microsoft.Network/connections | Microsoft.Network/dnsForwardingRulesets | Microsoft.Network/dnsResolvers | Microsoft.Network/dnsResolvers/inboundEndpoints | Microsoft.Network/dnsResolvers/outboundEndpoints | Microsoft.Network/expressRouteCircuits | Microsoft.Network/firewallPolicies | Microsoft.Network/ipGroups | Microsoft.Network/loadBalancers | Microsoft.Network/localNetworkGateways | Microsoft.Network/networkInterfaces | Microsoft.Network/networkSecurityGroups | Microsoft.Network/networkWatchers | Microsoft.Network/networkWatchers/flowLogs | microsoft.network/networkWatchers/flowLogs | Microsoft.Network/privateDnsZones | Microsoft.Network/privateDnsZones/virtualNetworkLinks | Microsoft.Network/privateEndpoints | Microsoft.Network/publicIPAddresses | Microsoft.Network/routeFilters | Microsoft.Network/routeTables | Microsoft.Network/virtualHubs | Microsoft.Network/virtualNetworkGateways | Microsoft.Network/virtualNetworks | Microsoft.Network/virtualWans | Microsoft.Network/vpnGateways | microsoft.operationalInsights/querypacks | Microsoft.OperationalInsights/workspaces | Microsoft.Purview/accounts | Microsoft.RecoveryServices/vaults | Microsoft.Security/automations | Microsoft.Storage/storageAccounts";"2026-04-03 10:05:16"
"pf-hlo-prd";"6c13228a-8385-4a91-af25-d051ad335ca8";"264";"0";"264";"27";"MA_amw-pf-api-ext-dev_westeurope_managed | MA_amw-pf-api-ext-prd_westeurope_managed | MA_amw-pf-api-ext-stg_westeurope_managed | MC_rg-pf-hub-connectivity-external-am-apim-dev-001_aks-pf-api-ext-d-gravitee | mc_rg-pf-hub-connectivity-external-am-apim-dev-001_aks-pf-api-ext-d-gravitee | mc_rg-pf-hub-connectivity-external-am-apim-prd-001_aks-pf-api-ext-p-gravitee | MC_rg-pf-hub-connectivity-external-am-apim-prd-001_aks-pf-api-ext-p-gravitee | mc_rg-pf-hub-connectivity-external-am-apim-stg-001_aks-pf-api-ext-s-gravitee | MC_rg-pf-hub-connectivity-external-am-apim-stg-001_aks-pf-api-ext-s-gravitee | NetworkWatcherRG | rg-pf-hub-connectivity-ext-hprd-front-door | rg-pf-hub-connectivity-ext-prd-dns | rg-pf-hub-connectivity-ext-prd-front-door | rg-pf-hub-connectivity-ext-prd-network | rg-pf-hub-connectivity-external-am-apim-dev-001 | rg-pf-hub-connectivity-external-am-apim-prd-001 | rg-pf-hub-connectivity-external-am-apim-stg-001 | rg-pf-hub-connectivity-external-backup-am-apim-dev-001 | rg-pf-hub-connectivity-external-backup-am-apim-prd-001 | rg-pf-hub-connectivity-external-backup-am-apim-stg-001 | rg-pf-hub-connectivity-external-data-am-apim-dev-001 | rg-pf-hub-connectivity-external-data-am-apim-prd-001 | rg-pf-hub-connectivity-external-data-am-apim-stg-001 | rg-pf-hub-connectivity-external-gravitee-appgw | rg-pf-hub-connectivity-external-network-am-apim-dev-001 | rg-pf-hub-connectivity-external-network-am-apim-prd-001 | rg-pf-hub-connectivity-external-network-am-apim-stg-001";"Microsoft.AlertsManagement/prometheusRuleGroups | Microsoft.Cdn/profiles | Microsoft.Cdn/profiles/afdendpoints | Microsoft.Compute/disks | Microsoft.Compute/virtualMachineScaleSets | Microsoft.ContainerService/managedClusters | Microsoft.DataProtection/BackupVaults | Microsoft.Insights/dataCollectionEndpoints | Microsoft.Insights/dataCollectionRules | Microsoft.ManagedIdentity/userAssignedIdentities | microsoft.monitor/accounts | Microsoft.Network/applicationGateways | Microsoft.Network/azureFirewalls | Microsoft.Network/firewallPolicies | Microsoft.Network/frontdoorWebApplicationFirewallPolicies | Microsoft.Network/ipGroups | Microsoft.Network/loadBalancers | Microsoft.Network/networkInterfaces | Microsoft.Network/networkSecurityGroups | Microsoft.Network/networkWatchers | microsoft.network/networkWatchers/flowLogs | Microsoft.Network/privateDnsZones | Microsoft.Network/privateDnsZones/virtualNetworkLinks | Microsoft.Network/privateEndpoints | Microsoft.Network/privateLinkServices | Microsoft.Network/publicIPAddresses | Microsoft.Network/routeTables | Microsoft.Network/virtualNetworks | Microsoft.RecoveryServices/vaults | Microsoft.Storage/storageAccounts";"2026-04-03 10:05:16"
"pf-hub-connectivity";"5e4b1a67-acea-4f2c-a456-4383cccff311";"75";"0";"75";"14";"AzureBackupRG_francecentral_1 | NetworkWatcherRG | rg-pf-hub-hds-mgmt-adf-hprod | rg-pf-hub-hds-mgmt-adf-prod | RG-PF-HUB-HDS-MGMT-ADF-PROD | rg-pf-hub-hds-mgmt-backup | rg-pf-hub-hds-mgmt-dev | rg-pf-hub-hds-mgmt-network-001 | rg-pf-hub-hds-mgmt-prod | rg-pf-hub-hds-mgmt-sandbox | rg-pf-hub-hds-mgmt-shared | rg-pf-hub-hds-mgmt-staging | rg-pf-hub-hds-mgmt-syncExternal-prod | RG-PF-HUB-HDS-MGMT-SYNCEXTERNAL-PROD";"Microsoft.Compute/disks | Microsoft.Compute/restorePointCollections | Microsoft.Compute/virtualMachines | Microsoft.Compute/virtualMachines/extensions | Microsoft.DataFactory/factories | Microsoft.Insights/actiongroups | Microsoft.Insights/dataCollectionEndpoints | Microsoft.Insights/dataCollectionRules | Microsoft.Insights/metricalerts | Microsoft.Network/ipGroups | Microsoft.Network/networkInterfaces | Microsoft.Network/networkSecurityGroups | Microsoft.Network/networkWatchers | microsoft.network/networkWatchers/flowLogs | Microsoft.Network/privateEndpoints | Microsoft.Network/routeTables | Microsoft.Network/virtualNetworks | Microsoft.OperationalInsights/workspaces | Microsoft.RecoveryServices/vaults | Microsoft.Storage/storageAccounts";"2026-04-03 10:05:16"
"pf-hub-connectivity-external";"529b88d8-cdc6-4155-8be7-deb86a7ab73e";"525";"0";"525";"31";"DefaultResourceGroup-WEU | defaultresourcegroup-weu | LogAnalyticsDefaultResources | MA_mwp-interne-infrastructure-prod-euwe_westeurope_managed | MC_rg-pf-hub-management-runner-001_aks-pf-git-p-runner_westeurope | NetworkWatcherRG | PFA-DCSA-D-RSG-ELK | pfa-dcsa-p-rsg-asc | pfa-dcsa-p-rsg-backupEntra | pfa-dcsa-p-rsg-eventhubtest | pfa-dcsa-p-rsg-identities | pfa-dcsa-p-rsg-image | pfa-dcsa-p-rsg-monitoring | pfa-dcsa-p-rsg-reporting | PFA-DCSA-S-RSG-ELK | pfa-mgmt-s-rsg-backup | pfs-dcsa-p-rsg-elk | PFS-DCSA-P-RSG-ELK | rg-pf-hub-connectivity-monitoring | rg-pf-hub-management-grafana | rg-pf-hub-management-gravitee-admin | RG-PF-HUB-MANAGEMENT-GRAVITEE-ADMIN | rg-pf-hub-management-monitoring-horsprod | rg-pf-hub-management-monitoring-prod | rg-pf-hub-management-network | rg-pf-hub-management-network-runner-prod-001 | rg-pf-hub-management-runner-001 | rg-pf-mgmt-atlas | rg-pf-sap-dev-monitoring | rg-pf-sap-prd-monitoring | rg-pf-sap-stg-monitoring";"Microsoft.AlertsManagement/prometheusRuleGroups | microsoft.alertsmanagement/smartDetectorAlertRules | Microsoft.Automation/automationAccounts | Microsoft.Automation/automationAccounts/runbooks | Microsoft.Compute/disks | Microsoft.Compute/galleries | Microsoft.Compute/virtualMachines | Microsoft.Compute/virtualMachines/extensions | Microsoft.Compute/virtualMachineScaleSets | Microsoft.ContainerInstance/containerGroups | Microsoft.ContainerService/managedClusters | Microsoft.Dashboard/grafana | Microsoft.DevTestLab/schedules | Microsoft.Elastic/monitors | microsoft.insights/actiongroups | microsoft.insights/activityLogAlerts | Microsoft.Insights/activityLogAlerts | microsoft.insights/components | Microsoft.Insights/dataCollectionEndpoints | Microsoft.Insights/dataCollectionRules | microsoft.insights/scheduledqueryrules | Microsoft.Insights/scheduledqueryrules | microsoft.insights/workbooks | Microsoft.Logic/workflows | Microsoft.ManagedIdentity/userAssignedIdentities | microsoft.monitor/accounts | Microsoft.Network/ipGroups | Microsoft.Network/loadBalancers | Microsoft.Network/networkInterfaces | Microsoft.Network/networkSecurityGroups | Microsoft.Network/networkWatchers | microsoft.network/networkWatchers/flowLogs | Microsoft.Network/privateDnsZones | Microsoft.Network/privateDnsZones/virtualNetworkLinks | Microsoft.Network/privateEndpoints | Microsoft.Network/publicIPAddresses | Microsoft.Network/routeTables | Microsoft.Network/virtualNetworks | microsoft.operationalInsights/querypacks | Microsoft.OperationalInsights/workspaces | Microsoft.OperationsManagement/solutions | Microsoft.Portal/dashboards | Microsoft.SaaS/resources | Microsoft.Security/automations | Microsoft.ServiceBus/namespaces | Microsoft.Storage/storageAccounts | Microsoft.Web/connections | Microsoft.Web/serverFarms | Microsoft.Web/sites";"2026-04-03 10:05:17"
"pf-hub-hds-mgmt";"c664c897-9cf2-4584-b065-b502d3b80fa7";"525";"0";"525";"31";"DefaultResourceGroup-WEU | defaultresourcegroup-weu | LogAnalyticsDefaultResources | MA_mwp-interne-infrastructure-prod-euwe_westeurope_managed | MC_rg-pf-hub-management-runner-001_aks-pf-git-p-runner_westeurope | NetworkWatcherRG | PFA-DCSA-D-RSG-ELK | pfa-dcsa-p-rsg-asc | pfa-dcsa-p-rsg-backupEntra | pfa-dcsa-p-rsg-eventhubtest | pfa-dcsa-p-rsg-identities | pfa-dcsa-p-rsg-image | pfa-dcsa-p-rsg-monitoring | pfa-dcsa-p-rsg-reporting | PFA-DCSA-S-RSG-ELK | pfa-mgmt-s-rsg-backup | pfs-dcsa-p-rsg-elk | PFS-DCSA-P-RSG-ELK | rg-pf-hub-connectivity-monitoring | rg-pf-hub-management-grafana | rg-pf-hub-management-gravitee-admin | RG-PF-HUB-MANAGEMENT-GRAVITEE-ADMIN | rg-pf-hub-management-monitoring-horsprod | rg-pf-hub-management-monitoring-prod | rg-pf-hub-management-network | rg-pf-hub-management-network-runner-prod-001 | rg-pf-hub-management-runner-001 | rg-pf-mgmt-atlas | rg-pf-sap-dev-monitoring | rg-pf-sap-prd-monitoring | rg-pf-sap-stg-monitoring";"Microsoft.AlertsManagement/prometheusRuleGroups | microsoft.alertsmanagement/smartDetectorAlertRules | Microsoft.Automation/automationAccounts | Microsoft.Automation/automationAccounts/runbooks | Microsoft.Compute/disks | Microsoft.Compute/galleries | Microsoft.Compute/virtualMachines | Microsoft.Compute/virtualMachines/extensions | Microsoft.Compute/virtualMachineScaleSets | Microsoft.ContainerInstance/containerGroups | Microsoft.ContainerService/managedClusters | Microsoft.Dashboard/grafana | Microsoft.DevTestLab/schedules | Microsoft.Elastic/monitors | microsoft.insights/actiongroups | microsoft.insights/activityLogAlerts | Microsoft.Insights/activityLogAlerts | microsoft.insights/components | Microsoft.Insights/dataCollectionEndpoints | Microsoft.Insights/dataCollectionRules | microsoft.insights/scheduledqueryrules | Microsoft.Insights/scheduledqueryrules | microsoft.insights/workbooks | Microsoft.Logic/workflows | Microsoft.ManagedIdentity/userAssignedIdentities | microsoft.monitor/accounts | Microsoft.Network/ipGroups | Microsoft.Network/loadBalancers | Microsoft.Network/networkInterfaces | Microsoft.Network/networkSecurityGroups | Microsoft.Network/networkWatchers | microsoft.network/networkWatchers/flowLogs | Microsoft.Network/privateDnsZones | Microsoft.Network/privateDnsZones/virtualNetworkLinks | Microsoft.Network/privateEndpoints | Microsoft.Network/publicIPAddresses | Microsoft.Network/routeTables | Microsoft.Network/virtualNetworks | microsoft.operationalInsights/querypacks | Microsoft.OperationalInsights/workspaces | Microsoft.OperationsManagement/solutions | Microsoft.Portal/dashboards | Microsoft.SaaS/resources | Microsoft.Security/automations | Microsoft.ServiceBus/namespaces | Microsoft.Storage/storageAccounts | Microsoft.Web/connections | Microsoft.Web/serverFarms | Microsoft.Web/sites";"2026-04-03 10:05:17"
"pf-hub-infra";"b89be179-0dd2-466a-8bf7-a4bf3da859e3";"525";"0";"525";"31";"DefaultResourceGroup-WEU | defaultresourcegroup-weu | LogAnalyticsDefaultResources | MA_mwp-interne-infrastructure-prod-euwe_westeurope_managed | MC_rg-pf-hub-management-runner-001_aks-pf-git-p-runner_westeurope | NetworkWatcherRG | PFA-DCSA-D-RSG-ELK | pfa-dcsa-p-rsg-asc | pfa-dcsa-p-rsg-backupEntra | pfa-dcsa-p-rsg-eventhubtest | pfa-dcsa-p-rsg-identities | pfa-dcsa-p-rsg-image | pfa-dcsa-p-rsg-monitoring | pfa-dcsa-p-rsg-reporting | PFA-DCSA-S-RSG-ELK | pfa-mgmt-s-rsg-backup | pfs-dcsa-p-rsg-elk | PFS-DCSA-P-RSG-ELK | rg-pf-hub-connectivity-monitoring | rg-pf-hub-management-grafana | rg-pf-hub-management-gravitee-admin | RG-PF-HUB-MANAGEMENT-GRAVITEE-ADMIN | rg-pf-hub-management-monitoring-horsprod | rg-pf-hub-management-monitoring-prod | rg-pf-hub-management-network | rg-pf-hub-management-network-runner-prod-001 | rg-pf-hub-management-runner-001 | rg-pf-mgmt-atlas | rg-pf-sap-dev-monitoring | rg-pf-sap-prd-monitoring | rg-pf-sap-stg-monitoring";"Microsoft.AlertsManagement/prometheusRuleGroups | microsoft.alertsmanagement/smartDetectorAlertRules | Microsoft.Automation/automationAccounts | Microsoft.Automation/automationAccounts/runbooks | Microsoft.Compute/disks | Microsoft.Compute/galleries | Microsoft.Compute/virtualMachines | Microsoft.Compute/virtualMachines/extensions | Microsoft.Compute/virtualMachineScaleSets | Microsoft.ContainerInstance/containerGroups | Microsoft.ContainerService/managedClusters | Microsoft.Dashboard/grafana | Microsoft.DevTestLab/schedules | Microsoft.Elastic/monitors | microsoft.insights/actiongroups | microsoft.insights/activityLogAlerts | Microsoft.Insights/activityLogAlerts | microsoft.insights/components | Microsoft.Insights/dataCollectionEndpoints | Microsoft.Insights/dataCollectionRules | microsoft.insights/scheduledqueryrules | Microsoft.Insights/scheduledqueryrules | microsoft.insights/workbooks | Microsoft.Logic/workflows | Microsoft.ManagedIdentity/userAssignedIdentities | microsoft.monitor/accounts | Microsoft.Network/ipGroups | Microsoft.Network/loadBalancers | Microsoft.Network/networkInterfaces | Microsoft.Network/networkSecurityGroups | Microsoft.Network/networkWatchers | microsoft.network/networkWatchers/flowLogs | Microsoft.Network/privateDnsZones | Microsoft.Network/privateDnsZones/virtualNetworkLinks | Microsoft.Network/privateEndpoints | Microsoft.Network/publicIPAddresses | Microsoft.Network/routeTables | Microsoft.Network/virtualNetworks | microsoft.operationalInsights/querypacks | Microsoft.OperationalInsights/workspaces | Microsoft.OperationsManagement/solutions | Microsoft.Portal/dashboards | Microsoft.SaaS/resources | Microsoft.Security/automations | Microsoft.ServiceBus/namespaces | Microsoft.Storage/storageAccounts | Microsoft.Web/connections | Microsoft.Web/serverFarms | Microsoft.Web/sites";"2026-04-03 10:05:18"
"pf-hub-management";"9fd15a8e-f3d7-472a-adcd-b2900a374b0d";"45";"0";"45";"5";"DefaultResourceGroup-WEU | NetworkWatcherRG | networkwatcherrg | rg-pf-imr-dev-infomed-001 | rg-pf-imr-dev-network";"Microsoft.DocumentDb/databaseAccounts | microsoft.insights/actiongroups | microsoft.insights/components | Microsoft.Network/ipGroups | Microsoft.Network/networkInterfaces | Microsoft.Network/networkSecurityGroups | Microsoft.Network/networkWatchers | Microsoft.Network/networkWatchers/flowLogs | Microsoft.Network/privateEndpoints | Microsoft.Network/routeTables | Microsoft.Network/virtualNetworks | Microsoft.OperationalInsights/workspaces | Microsoft.Search/searchServices | Microsoft.Storage/storageAccounts | Microsoft.Web/serverFarms | Microsoft.Web/sites";"2026-04-03 10:05:18"
"pf-hub-management-external";"b0115623-4ce6-43e0-a745-a84f9b1dec01";"44";"0";"44";"4";"NetworkWatcherRG | networkwatcherrg | rg-pf-imr-stg-infomed-001 | rg-pf-imr-stg-network";"Microsoft.DocumentDb/databaseAccounts | microsoft.insights/actiongroups | microsoft.insights/components | Microsoft.Network/ipGroups | Microsoft.Network/networkInterfaces | Microsoft.Network/networkSecurityGroups | Microsoft.Network/networkWatchers | Microsoft.Network/networkWatchers/flowLogs | Microsoft.Network/privateEndpoints | Microsoft.Network/routeTables | Microsoft.Network/virtualNetworks | Microsoft.Search/searchServices | Microsoft.Storage/storageAccounts | Microsoft.Web/serverFarms | Microsoft.Web/sites";"2026-04-03 10:05:19"
"pf-imr-dev";"1cf19bd7-ed6b-4224-a89e-0cd67bddbd28";"22";"0";"22";"8";"AzureBackupRG_westeurope_1 | NetworkWatcherRG | networkwatcherrg | rg-pf-pbi-prd-backup-001 | rg-pf-pbi-prd-compute | rg-pf-pbi-prd-datagateway | RG-PF-PBI-PRD-DATAGATEWAY | rg-pf-pbi-prd-network";"Microsoft.Compute/availabilitySets | Microsoft.Compute/disks | Microsoft.Compute/restorePointCollections | Microsoft.Compute/virtualMachines | Microsoft.Compute/virtualMachines/extensions | microsoft.compute/virtualMachines/extensions | Microsoft.Fabric/capacities | Microsoft.Insights/dataCollectionRules | Microsoft.Network/ipGroups | Microsoft.Network/networkInterfaces | Microsoft.Network/networkSecurityGroups | Microsoft.Network/networkWatchers | Microsoft.Network/networkWatchers/flowLogs | Microsoft.Network/routeTables | Microsoft.Network/virtualNetworks | Microsoft.RecoveryServices/vaults";"2026-04-03 10:05:19"
"pf-pbi-prd";"7a62c104-5d83-45f0-95d8-83824c287717";"28";"0";"28";"6";"NetworkWatcherRG | networkwatcherrg | rg-pf-pic-dev-app-001 | rg-pf-pic-dev-backup-001 | rg-pf-pic-dev-data-001 | rg-pf-pic-dev-network-001";"Microsoft.DataProtection/BackupVaults | Microsoft.DocumentDb/databaseAccounts | microsoft.insights/actiongroups | Microsoft.Network/ipGroups | Microsoft.Network/networkInterfaces | Microsoft.Network/networkSecurityGroups | Microsoft.Network/networkWatchers | Microsoft.Network/networkWatchers/flowLogs | Microsoft.Network/privateEndpoints | Microsoft.Network/routeTables | Microsoft.Network/virtualNetworks | Microsoft.RecoveryServices/vaults | Microsoft.Storage/storageAccounts | Microsoft.Web/serverFarms | Microsoft.Web/sites";"2026-04-03 10:05:21"
"pf-pbi-stg";"5b04e247-1aec-4179-a30e-a07c1dff524f";"28";"0";"28";"6";"NetworkWatcherRG | networkwatcherrg | rg-pf-pic-stg-app-001 | rg-pf-pic-stg-backup-001 | rg-pf-pic-stg-data-001 | rg-pf-pic-stg-network-001";"Microsoft.DataProtection/BackupVaults | Microsoft.DocumentDb/databaseAccounts | Microsoft.Network/ipGroups | Microsoft.Network/networkInterfaces | Microsoft.Network/networkSecurityGroups | Microsoft.Network/networkWatchers | microsoft.network/networkWatchers/flowLogs | Microsoft.Network/networkWatchers/flowLogs | Microsoft.Network/privateEndpoints | Microsoft.Network/routeTables | Microsoft.Network/virtualNetworks | Microsoft.RecoveryServices/vaults | Microsoft.Storage/storageAccounts | Microsoft.Web/serverFarms | Microsoft.Web/sites";"2026-04-03 10:05:21"
"pf-pic-dev";"fc6f12c7-299f-4db3-a893-eb1dba8b4673";"28";"0";"28";"6";"NetworkWatcherRG | networkwatcherrg | rg-pf-pic-stg-app-001 | rg-pf-pic-stg-backup-001 | rg-pf-pic-stg-data-001 | rg-pf-pic-stg-network-001";"Microsoft.DataProtection/BackupVaults | Microsoft.DocumentDb/databaseAccounts | Microsoft.Network/ipGroups | Microsoft.Network/networkInterfaces | Microsoft.Network/networkSecurityGroups | Microsoft.Network/networkWatchers | microsoft.network/networkWatchers/flowLogs | Microsoft.Network/networkWatchers/flowLogs | Microsoft.Network/privateEndpoints | Microsoft.Network/routeTables | Microsoft.Network/virtualNetworks | Microsoft.RecoveryServices/vaults | Microsoft.Storage/storageAccounts | Microsoft.Web/serverFarms | Microsoft.Web/sites";"2026-04-03 10:05:22"
"pf-pic-stg";"d360e93d-a541-463a-9086-c79ba9892a4b";"69";"1";"68";"11";"AzureBackupRG_westeurope_1 | NetworkWatcherRG | networkwatcherrg | rg-pf-sap-prd-ern-controlm | RG-PF-SAP-PRD-ERN-CONTROLM | rg-pf-sap1-prd-backup-001 | rg-pf-sap1-prd-data-001 | rg-pf-sap1-prd-datamigration-001 | rg-pf-sap1-prd-erf-contentserver | RG-PF-SAP1-PRD-ERF-CONTENTSERVER | rg-pf-sap1-prd-network";"Microsoft.Compute/disks | Microsoft.Compute/restorePointCollections | Microsoft.Compute/sshPublicKeys | Microsoft.Compute/virtualMachines | microsoft.compute/virtualMachines/extensions | Microsoft.Compute/virtualMachines/extensions | microsoft.insights/actiongroups | microsoft.insights/metricalerts | Microsoft.Network/networkInterfaces | Microsoft.Network/networkSecurityGroups | Microsoft.Network/networkWatchers | Microsoft.Network/networkWatchers/flowLogs | Microsoft.Network/privateEndpoints | Microsoft.Network/routeTables | Microsoft.Network/virtualNetworks | Microsoft.RecoveryServices/vaults | Microsoft.Sql/servers | Microsoft.Sql/servers/databases | Microsoft.Storage/storageAccounts";"2026-04-03 10:05:23"
"pf-pie-dev";"15b188ff-29ed-49f4-b0d2-c039fcad061f";"9";"0";"9";"2";"NetworkWatcherRG | rg-pf-hub-connectivity-sdwan";"Microsoft.Network/networkSecurityGroups | Microsoft.Network/networkWatchers | Microsoft.Network/routeTables | Microsoft.Network/virtualNetworkGateways | Microsoft.Network/virtualNetworks";"2026-04-03 10:05:24"
"pf-sap-dev";"48be0574-2d8e-40f8-b43f-5f95d77e3072";"61";"1";"60";"10";"AzureBackupRG_westeurope_1 | NetworkWatcherRG | networkwatcherrg | rg-pf-sap1-stg-backup-001 | rg-pf-sap1-stg-data-001 | rg-pf-sap1-stg-erf-contentserver | RG-PF-SAP1-STG-ERF-CONTENTSERVER | rg-pf-sap1-stg-ern-controlm | RG-PF-SAP1-STG-ERN-CONTROLM | rg-pf-sap1-stg-network";"Microsoft.Compute/disks | Microsoft.Compute/restorePointCollections | Microsoft.Compute/sshPublicKeys | Microsoft.Compute/virtualMachines | Microsoft.Compute/virtualMachines/extensions | microsoft.insights/actiongroups | microsoft.insights/metricalerts | Microsoft.Network/networkInterfaces | Microsoft.Network/networkSecurityGroups | Microsoft.Network/networkWatchers | Microsoft.Network/networkWatchers/flowLogs | Microsoft.Network/privateEndpoints | Microsoft.Network/routeTables | Microsoft.Network/virtualNetworks | Microsoft.RecoveryServices/vaults | Microsoft.Sql/servers | Microsoft.Sql/servers/databases";"2026-04-03 10:05:23"
"pf-sap-prd";"2aefe686-1176-4da6-85ae-493b3558ee79";"49";"0";"49";"8";"NetworkWatcherRG | rg-pf-smc-dev-aca-001 | rg-pf-smc-dev-aca-001_aca-managed | rg-pf-smc-dev-app-001 | rg-pf-smc-dev-backup-001 | rg-pf-smc-dev-data-001 | rg-pf-smc-dev-network-001 | rg-policy-evh";"Microsoft.App/containerApps | Microsoft.App/managedEnvironments | Microsoft.App/managedEnvironments/certificates | Microsoft.DataProtection/BackupVaults | Microsoft.DocumentDb/databaseAccounts | microsoft.insights/actiongroups | microsoft.insights/components | Microsoft.KeyVault/vaults | Microsoft.ManagedIdentity/userAssignedIdentities | Microsoft.Network/ipGroups | Microsoft.Network/loadBalancers | Microsoft.Network/networkInterfaces | Microsoft.Network/networkSecurityGroups | Microsoft.Network/networkWatchers | microsoft.network/networkWatchers/flowLogs | Microsoft.Network/privateDnsZones | Microsoft.Network/privateDnsZones/virtualNetworkLinks | Microsoft.Network/privateEndpoints | Microsoft.Network/routeTables | Microsoft.Network/virtualNetworks | Microsoft.Portal/dashboards | Microsoft.RecoveryServices/vaults | Microsoft.Search/searchServices | Microsoft.Storage/storageAccounts | Microsoft.Web/serverFarms | Microsoft.Web/sites";"2026-04-03 10:05:24"
